run_id,timestamp,step,metric_key,metric_value,config_json
demo_sft_run_20250629_055754,2025-06-29T10:57:54.552041+00:00,3,gpu_memory_mb,2048,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.552964+00:00,4,train_loss,2.4561922550201416,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.552964+00:00,4,learning_rate,0.00012,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.552964+00:00,4,step,20,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.552964+00:00,4,gpu_memory_mb,2048,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.553620+00:00,5,train_loss,2.22245454788208,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.553620+00:00,5,learning_rate,8e-05,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.553620+00:00,5,step,30,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.553620+00:00,5,gpu_memory_mb,2048,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.554340+00:00,6,train_loss,2.010960102081299,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.554340+00:00,6,learning_rate,3.999999999999999e-05,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.554340+00:00,6,step,40,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.554340+00:00,6,gpu_memory_mb,2048,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.555398+00:00,7,final_loss,1.8378791809082031,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.555398+00:00,7,total_steps,50,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.555398+00:00,7,model_saved,True,
demo_sft_run_20250629_055754,2025-06-29T10:57:54.555398+00:00,7,output_path,sft_output,
